example_id,format,correct,error,input_token_count,question_category,question_difficulty,source_dataset,query,gold_label,prediction,failure_flip_example
488,markdown,1,,580,Multi-Item Lookup,Hard,sqa,when did they begin coaching?,"['1 July 2012', '18 June 2012', '1 January 2012', '27 July 2010', '17 July 2010', '11 July 2009', '7 November 2005', '11 October 2003', '15 October 2001', '5 May 1998', '1996']","The table lists multiple individuals who began coaching at different dates:

- Henrik Jensen: 1 July 2012
- John 'Tune' Krist",0
489,html,0,,1603,Multi-Item Lookup,Hard,sqa,"of these, which competed in 2012?","['New Zealand', 'Great Britain', 'Russia', 'Canada']","M2- Coxless pairs, M4- Coxless four, M4x Quad sculls, M8+ Eight",0
489,latex,0,,810,Multi-Item Lookup,Hard,sqa,"of these, which competed in 2012?","['New Zealand', 'Great Britain', 'Russia', 'Canada']","M2- Coxless pairs, M4- Coxless four, M4x Quad sculls, M8+ Eight",0
489,markdown,0,,869,Multi-Item Lookup,Hard,sqa,"of these, which competed in 2012?","['New Zealand', 'Great Britain', 'Russia', 'Canada']","M2- Coxless pairs, M4- Coxless four, M4x Quad sculls, M8+ Eight",0
490,html,1,,1796,Multi-Item Lookup,Hard,sqa,which of these teams won a game?,"['Southeastern', 'Big Ten', 'Pacific-10', 'Southwest', 'Big Eight', 'Atlantic Coast', 'Atlantic 10', 'Sun Belt', 'Big East', 'Metro', 'Missouri Valley', 'Big Sky']","Atlantic Coast, Sun Belt",0
490,latex,1,,681,Multi-Item Lookup,Hard,sqa,which of these teams won a game?,"['Southeastern', 'Big Ten', 'Pacific-10', 'Southwest', 'Big Eight', 'Atlantic Coast', 'Atlantic 10', 'Sun Belt', 'Big East', 'Metro', 'Missouri Valley', 'Big Sky']","Atlantic Coast, Sun Belt",0
490,markdown,1,,784,Multi-Item Lookup,Hard,sqa,which of these teams won a game?,"['Southeastern', 'Big Ten', 'Pacific-10', 'Southwest', 'Big Eight', 'Atlantic Coast', 'Atlantic 10', 'Sun Belt', 'Big East', 'Metro', 'Missouri Valley', 'Big Sky']","Atlantic Coast, Sun Belt",0
491,html,1,,1252,Multi-Item Lookup,Hard,sqa,what were the regular season placements?,"['6th', '2nd', '2nd, American', '4th, American', '5th, American', '2nd(t)', '3rd', '5th', '5th', '3rd', '4th', '1st', '4th', '4th', 'Withdrew after 3 games']","6th, 2nd, 2nd, American, 4th, American, 5th, American, 2nd(t),",0
491,latex,1,,515,Multi-Item Lookup,Hard,sqa,what were the regular season placements?,"['6th', '2nd', '2nd, American', '4th, American', '5th, American', '2nd(t)', '3rd', '5th', '5th', '3rd', '4th', '1st', '4th', '4th', 'Withdrew after 3 games']","6th, 2nd, 2nd, American, 4th, American, 5th, American, 2nd(t),",0
491,markdown,1,,554,Multi-Item Lookup,Hard,sqa,what were the regular season placements?,"['6th', '2nd', '2nd, American', '4th, American', '5th, American', '2nd(t)', '3rd', '5th', '5th', '3rd', '4th', '1st', '4th', '4th', 'Withdrew after 3 games']","6th, 2nd, 2nd, American, 4th, American, 5th, American, 2nd(t),",0
492,html,0,,799,Multi-Item Lookup,Hard,sqa,of these which countries were tied for a number of medals?,"['Italy', 'Canada']",Finland and United States,0
492,latex,0,,328,Multi-Item Lookup,Hard,sqa,of these which countries were tied for a number of medals?,"['Italy', 'Canada']",Finland and United States,0
492,markdown,0,,298,Multi-Item Lookup,Hard,sqa,of these which countries were tied for a number of medals?,"['Italy', 'Canada']",Finland and United States,0
493,html,1,,1215,Multi-Item Lookup,Hard,sqa,what were their scores?,"['6-4, 6-4', '5-7, 7-6(5), [10-5]', '6-4, 7-5', '6-4, 6-0', '6-3, 6-0', '2-1 Ret.', '6-2, 6-1', '6-4, 7-5', '4-6, 6-4, [10-1]', '6-0, 7-5']","6-4, 6-4
5-7, 7-6(5), [10-5]
6-4,",0
493,latex,1,,635,Multi-Item Lookup,Hard,sqa,what were their scores?,"['6-4, 6-4', '5-7, 7-6(5), [10-5]', '6-4, 7-5', '6-4, 6-0', '6-3, 6-0', '2-1 Ret.', '6-2, 6-1', '6-4, 7-5', '4-6, 6-4, [10-1]', '6-0, 7-5']","1.0: 6-4, 6-4
2.0: 5-7, 7-6(5), [1",0
493,markdown,1,,629,Multi-Item Lookup,Hard,sqa,what were their scores?,"['6-4, 6-4', '5-7, 7-6(5), [10-5]', '6-4, 7-5', '6-4, 6-0', '6-3, 6-0', '2-1 Ret.', '6-2, 6-1', '6-4, 7-5', '4-6, 6-4, [10-1]', '6-0, 7-5']","1. 6-4, 6-4
2. 5-7, 7-6(5), [10-5]",0
494,html,1,,2349,Multi-Item Lookup,Hard,sqa,what are the laps with values?,"['80', '80', '80', '80', '79', '79', '79', '77', '76', '76', '58', '47', '45', '24', '22', '21', '5', '1']","80.0, 80.0, 80.0, 80.0, 79.0, 79",0
494,latex,1,,892,Multi-Item Lookup,Hard,sqa,what are the laps with values?,"['80', '80', '80', '80', '79', '79', '79', '77', '76', '76', '58', '47', '45', '24', '22', '21', '5', '1']","80.0, 80.0, 80.0, 80.0, 79.0, 79",0
494,markdown,1,,898,Multi-Item Lookup,Hard,sqa,what are the laps with values?,"['80', '80', '80', '80', '79', '79', '79', '77', '76', '76', '58', '47', '45', '24', '22', '21', '5', '1']","80, 80, 80, 80, 79, 79, 79, 77,",0
495,html,1,,681,Multi-Item Lookup,Hard,sqa,"what years was the river trent over the normal flow, causing flooding?","['February 1795', 'October 1875', 'March 1947', 'November 1852', 'November 2000']","February 1795, October 1875, March 1947, November 1852, November 20",1
495,latex,0,,398,Multi-Item Lookup,Hard,sqa,"what years was the river trent over the normal flow, causing flooding?","['February 1795', 'October 1875', 'March 1947', 'November 1852', 'November 2000']","1795, 1875, 1947, 1852, 2000",1
495,markdown,1,,353,Multi-Item Lookup,Hard,sqa,"what years was the river trent over the normal flow, causing flooding?","['February 1795', 'October 1875', 'March 1947', 'November 1852', 'November 2000']","thought
February 1795, October 1875, March 1947, November 1852, November",1
496,html,1,,1854,Multi-Item Lookup,Hard,sqa,"of those, which drivers completed at least 50 laps?","['Kimi Raikkonen', '66', 'Fernando Alonso', '66', 'Jarno Trulli', '66', 'Ralf Schumacher', '66', 'Giancarlo Fisichella', '66', 'Mark Webber', '66', 'Juan Pablo Montoya', '65', 'David Coulthard', '65', 'Rubens Barrichello', '65', 'Nick Heidfeld', '65', 'Felipe Massa', '63', 'Tiago Monteiro', '63', 'Narain Karthikeyan', '63', 'Jacques Villeneuve', '51']","Kimi Raikkonen, Fernando Alonso, Jarno Trulli, Ralf Schumacher, Giancarlo Fisichella, Mark Webber, Juan Pablo Montoya, David Coul",0
496,latex,1,,725,Multi-Item Lookup,Hard,sqa,"of those, which drivers completed at least 50 laps?","['Kimi Raikkonen', '66', 'Fernando Alonso', '66', 'Jarno Trulli', '66', 'Ralf Schumacher', '66', 'Giancarlo Fisichella', '66', 'Mark Webber', '66', 'Juan Pablo Montoya', '65', 'David Coulthard', '65', 'Rubens Barrichello', '65', 'Nick Heidfeld', '65', 'Felipe Massa', '63', 'Tiago Monteiro', '63', 'Narain Karthikeyan', '63', 'Jacques Villeneuve', '51']","Kimi Raikkonen, Fernando Alonso, Jarno Trulli, Ralf Schumacher, Giancarlo Fisichella, Mark Webber, Juan Pablo Montoya, David Coul",0
496,markdown,1,,760,Multi-Item Lookup,Hard,sqa,"of those, which drivers completed at least 50 laps?","['Kimi Raikkonen', '66', 'Fernando Alonso', '66', 'Jarno Trulli', '66', 'Ralf Schumacher', '66', 'Giancarlo Fisichella', '66', 'Mark Webber', '66', 'Juan Pablo Montoya', '65', 'David Coulthard', '65', 'Rubens Barrichello', '65', 'Nick Heidfeld', '65', 'Felipe Massa', '63', 'Tiago Monteiro', '63', 'Narain Karthikeyan', '63', 'Jacques Villeneuve', '51']","Kimi Raikkonen, Fernando Alonso, Jarno Trulli, Ralf Schumacher, Giancarlo Fisichella, Mark Webber, Juan Pablo Montoya, David Coul",0
497,html,0,,1022,Multi-Item Lookup,Hard,hybridqa,Where was the musical with music by John Kander and lyrics by Fred Ebb performed ?,['Shubert Theatre'],The table does not provide information regarding the composers or lyricists of the musicals.,1
497,latex,0,,484,Multi-Item Lookup,Hard,hybridqa,Where was the musical with music by John Kander and lyrics by Fred Ebb performed ?,['Shubert Theatre'],The table does not provide information regarding the composers or lyricists of the musicals.,1
497,markdown,1,,466,Multi-Item Lookup,Hard,hybridqa,Where was the musical with music by John Kander and lyrics by Fred Ebb performed ?,['Shubert Theatre'],Richard Rodgers Theatre and Shubert Theatre,1
498,html,1,,1065,Multi-Item Lookup,Hard,sqa,who earned these amounts?,"['Henry Picard', 'Ben Hogan']","Ralph Guldahl, Sam Snead, Billy Burke, Lawson Little, Gene Sarazen, Craig Wood, Byron Nelson, Henry Picard, Ben Hogan, Ed",1
498,latex,1,,535,Multi-Item Lookup,Hard,sqa,who earned these amounts?,"['Henry Picard', 'Ben Hogan']","Ralph Guldahl, Sam Snead, Billy Burke, Lawson Little, Gene Sarazen, Craig Wood, Byron Nelson, Henry Picard, Ben Hogan, Ed",1
498,markdown,0,,525,Multi-Item Lookup,Hard,sqa,who earned these amounts?,"['Henry Picard', 'Ben Hogan']","Ralph Guldahl: 1,500
Sam Snead: 800
Billy Burke: 550
Lawson Little",1
499,html,0,,1818,Multi-Item Lookup,Hard,sqa,"of these, who had charge d'affaires titles?","['Ollie P. Anderson, Jr.', 'Dennis F. Carter']","Charles A. Gillespie, Loren E. Lawrence, Roy T. Haverkamp, John C. Leary, James Ford Cooper, Annette T. Veler,",0
499,latex,0,,894,Multi-Item Lookup,Hard,sqa,"of these, who had charge d'affaires titles?","['Ollie P. Anderson, Jr.', 'Dennis F. Carter']","Charles A. Gillespie, Loren E. Lawrence, Roy T. Haverkamp, John C. Leary, James Ford Cooper, Annette T. Veler,",0
499,markdown,0,,942,Multi-Item Lookup,Hard,sqa,"of these, who had charge d'affaires titles?","['Ollie P. Anderson, Jr.', 'Dennis F. Carter']","Charles A. Gillespie, Loren E. Lawrence, Roy T. Haverkamp, John C. Leary, James Ford Cooper, Annette T. Veler,",0
500,html,0,,1974,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many years after the officer who earned a Distinguished Service Medal in World War I began serving at Fort Monroe did the officer who led the 36th Infantry Division in France in World War I begin serving there ?,['5'],"The provided table does not contain information regarding Distinguished Service Medals, World War I service details, or specific units like the 36th Infantry Division. Therefore",0
500,latex,0,,1283,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many years after the officer who earned a Distinguished Service Medal in World War I began serving at Fort Monroe did the officer who led the 36th Infantry Division in France in World War I begin serving there ?,['5'],The provided table does not contain information regarding Distinguished Service Medals or the leadership of the 36th Infantry Division.,0
500,markdown,0,,1292,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many years after the officer who earned a Distinguished Service Medal in World War I began serving at Fort Monroe did the officer who led the 36th Infantry Division in France in World War I begin serving there ?,['5'],The provided table does not contain information regarding Distinguished Service Medals or the leadership of the 36th Infantry Division.,0
501,html,0,,1688,Aggregation / Counting / Arithmetic,Hard,wikitq,how many more tracks were in 2010 compared to 2012?,['5'],9,0
501,latex,0,,715,Aggregation / Counting / Arithmetic,Hard,wikitq,how many more tracks were in 2010 compared to 2012?,['5'],8,0
501,markdown,0,,793,Aggregation / Counting / Arithmetic,Hard,wikitq,how many more tracks were in 2010 compared to 2012?,['5'],10,0
502,html,0,,7514,Aggregation / Counting / Arithmetic,Hard,wikitq,what was the number of seasons played at estadio jalisco?,['34'],24,0
502,latex,0,,3111,Aggregation / Counting / Arithmetic,Hard,wikitq,what was the number of seasons played at estadio jalisco?,['34'],33,0
502,markdown,0,,3649,Aggregation / Counting / Arithmetic,Hard,wikitq,what was the number of seasons played at estadio jalisco?,['34'],"thought
26",0
503,html,0,,1071,Aggregation / Counting / Arithmetic,Hard,hybridqa,How may positions below the artist born as Stefani Germanotta is the artist born in March of 1989 ?,['4'],0,0
503,latex,0,,393,Aggregation / Counting / Arithmetic,Hard,hybridqa,How may positions below the artist born as Stefani Germanotta is the artist born in March of 1989 ?,['4'],1,0
503,markdown,0,,392,Aggregation / Counting / Arithmetic,Hard,hybridqa,How may positions below the artist born as Stefani Germanotta is the artist born in March of 1989 ?,['4'],0,0
504,html,0,,1095,Aggregation / Counting / Arithmetic,Hard,hybridqa,What was the biggest gap between first place finishes for King 's ?,['6'],9 years,0
504,latex,0,,452,Aggregation / Counting / Arithmetic,Hard,hybridqa,What was the biggest gap between first place finishes for King 's ?,['6'],9 years,0
504,markdown,0,,458,Aggregation / Counting / Arithmetic,Hard,hybridqa,What was the biggest gap between first place finishes for King 's ?,['6'],8,0
505,html,1,,880,Aggregation / Counting / Arithmetic,Hard,wikitq,what was the average number of goals scored?,['1'],0.0144,0
505,latex,1,,424,Aggregation / Counting / Arithmetic,Hard,wikitq,what was the average number of goals scored?,['1'],0.0144,0
505,markdown,1,,404,Aggregation / Counting / Arithmetic,Hard,wikitq,what was the average number of goals scored?,['1'],0.0145,0
506,html,0,,4843,Aggregation / Counting / Arithmetic,Hard,wikitq,how many wrestlers have at least 3 reigns?,['11'],4,0
506,latex,0,,2134,Aggregation / Counting / Arithmetic,Hard,wikitq,how many wrestlers have at least 3 reigns?,['11'],4,0
506,markdown,0,,2555,Aggregation / Counting / Arithmetic,Hard,wikitq,how many wrestlers have at least 3 reigns?,['11'],5,0
507,html,0,,3142,Aggregation / Counting / Arithmetic,Hard,wikitq,how many nominees are there each year for the naacp image award?,['4'],The table does not provide the total number of nominees for each year; it only lists the specific nominees for the years 1995 through 20,1
507,latex,0,,1710,Aggregation / Counting / Arithmetic,Hard,wikitq,how many nominees are there each year for the naacp image award?,['4'],The table does not provide the total number of nominees for each year; it only lists the specific nominees for the years 1995 through 20,1
507,markdown,1,,1822,Aggregation / Counting / Arithmetic,Hard,wikitq,how many nominees are there each year for the naacp image award?,['4'],"1995: 4
1996: 4
1997: 4
1998: 4",1
508,html,1,,1505,Aggregation / Counting / Arithmetic,Hard,wikitq,how many years were there between the sun chlorella classic and the crowns tournaments?,['8'],"thought
8",0
508,latex,1,,892,Aggregation / Counting / Arithmetic,Hard,wikitq,how many years were there between the sun chlorella classic and the crowns tournaments?,['8'],8 years,0
508,markdown,1,,920,Aggregation / Counting / Arithmetic,Hard,wikitq,how many years were there between the sun chlorella classic and the crowns tournaments?,['8'],8,0
509,html,0,,712,Aggregation / Counting / Arithmetic,Hard,wikitq,how many domestic routes out of houston intercontinental have united as a carrier?,['10'],None,0
509,latex,0,,363,Aggregation / Counting / Arithmetic,Hard,wikitq,how many domestic routes out of houston intercontinental have united as a carrier?,['10'],None,0
509,markdown,0,,337,Aggregation / Counting / Arithmetic,Hard,wikitq,how many domestic routes out of houston intercontinental have united as a carrier?,['10'],None,0
510,html,0,,2003,Aggregation / Counting / Arithmetic,Hard,wikitq,how boats do tane yaku jetfoils operate in total?,['3'],6,0
510,latex,0,,880,Aggregation / Counting / Arithmetic,Hard,wikitq,how boats do tane yaku jetfoils operate in total?,['3'],5,0
510,markdown,0,,937,Aggregation / Counting / Arithmetic,Hard,wikitq,how boats do tane yaku jetfoils operate in total?,['3'],5,0
511,html,1,,1163,Aggregation / Counting / Arithmetic,Hard,hybridqa,For how many years did the 1959 class alumni work as twelfth Superintendent of the United States Air Force Academy ?,['3'],3,0
511,latex,1,,802,Aggregation / Counting / Arithmetic,Hard,hybridqa,For how many years did the 1959 class alumni work as twelfth Superintendent of the United States Air Force Academy ?,['3'],3,0
511,markdown,1,,875,Aggregation / Counting / Arithmetic,Hard,hybridqa,For how many years did the 1959 class alumni work as twelfth Superintendent of the United States Air Force Academy ?,['3'],3,0
512,html,1,,11706,Aggregation / Counting / Arithmetic,Hard,wikitq,tell me the number of lines that stop at the naylor road station.,['3'],3,0
512,latex,1,,8368,Aggregation / Counting / Arithmetic,Hard,wikitq,tell me the number of lines that stop at the naylor road station.,['3'],"34, 39",0
512,markdown,1,,9977,Aggregation / Counting / Arithmetic,Hard,wikitq,tell me the number of lines that stop at the naylor road station.,['3'],"34, 36, 39",0
513,html,0,,6109,Aggregation / Counting / Arithmetic,Hard,wikitq,the total number of distributors that supply ppc,['13'],11,0
513,latex,0,,1968,Aggregation / Counting / Arithmetic,Hard,wikitq,the total number of distributors that supply ppc,['13'],10,0
513,markdown,0,,2449,Aggregation / Counting / Arithmetic,Hard,wikitq,the total number of distributors that supply ppc,['13'],9,0
514,html,0,,1207,Aggregation / Counting / Arithmetic,Hard,hybridqa,What is the difference in time between José Reliegos of Spain and the person born 5 September 1892 who competed at the 1928 Olympics ?,['0:06'],The provided table does not contain information regarding birth dates.,0
514,latex,0,,499,Aggregation / Counting / Arithmetic,Hard,hybridqa,What is the difference in time between José Reliegos of Spain and the person born 5 September 1892 who competed at the 1928 Olympics ?,['0:06'],The provided table does not contain information regarding birth dates or the 1928 Olympics.,0
514,markdown,0,,541,Aggregation / Counting / Arithmetic,Hard,hybridqa,What is the difference in time between José Reliegos of Spain and the person born 5 September 1892 who competed at the 1928 Olympics ?,['0:06'],The provided table does not contain information regarding birth dates.,0
515,html,0,,1545,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many alumni are there from the university that is noted by an alumni for his defence of dualism and personal survival ?,['2 million'],0,0
515,latex,0,,998,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many alumni are there from the university that is noted by an alumni for his defence of dualism and personal survival ?,['2 million'],0,0
515,markdown,0,,1129,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many alumni are there from the university that is noted by an alumni for his defence of dualism and personal survival ?,['2 million'],0,0
516,html,0,,2385,Aggregation / Counting / Arithmetic,Hard,tabfact,jefferson take 3 loss in june for the mariner against the blue jay in the 1979 season,['1'],No,0
516,latex,0,,1159,Aggregation / Counting / Arithmetic,Hard,tabfact,jefferson take 3 loss in june for the mariner against the blue jay in the 1979 season,['1'],No,0
516,markdown,0,,1212,Aggregation / Counting / Arithmetic,Hard,tabfact,jefferson take 3 loss in june for the mariner against the blue jay in the 1979 season,['1'],No,0
517,html,0,,1298,Aggregation / Counting / Arithmetic,Hard,hybridqa,how many school are located about 160 mi North of brisbane ?,['6'],The provided table does not contain information regarding the distance of the schools from Brisbane.,0
517,latex,0,,530,Aggregation / Counting / Arithmetic,Hard,hybridqa,how many school are located about 160 mi North of brisbane ?,['6'],0,0
517,markdown,0,,549,Aggregation / Counting / Arithmetic,Hard,hybridqa,how many school are located about 160 mi North of brisbane ?,['6'],0,0
518,html,0,,3018,Aggregation / Counting / Arithmetic,Hard,wikitq,how many non-finishers have a handicap larger than 10?,['4'],3,0
518,latex,0,,1180,Aggregation / Counting / Arithmetic,Hard,wikitq,how many non-finishers have a handicap larger than 10?,['4'],3,0
518,markdown,0,,1363,Aggregation / Counting / Arithmetic,Hard,wikitq,how many non-finishers have a handicap larger than 10?,['4'],3,0
519,html,0,,6704,Aggregation / Counting / Arithmetic,Hard,wikitq,"how many books were not published by, whitman publishing between 1930 and 1940?",['14'],11,0
519,latex,0,,2251,Aggregation / Counting / Arithmetic,Hard,wikitq,"how many books were not published by, whitman publishing between 1930 and 1940?",['14'],11,0
519,markdown,0,,2930,Aggregation / Counting / Arithmetic,Hard,wikitq,"how many books were not published by, whitman publishing between 1930 and 1940?",['14'],11,0
520,html,0,,2276,Aggregation / Counting / Arithmetic,Hard,hybridqa,"Of the rides which opened in the 1990s , the one manufactured by Bolliger & Mabillard is found in how many parks ?",['Seven'],1,0
520,latex,0,,1291,Aggregation / Counting / Arithmetic,Hard,hybridqa,"Of the rides which opened in the 1990s , the one manufactured by Bolliger & Mabillard is found in how many parks ?",['Seven'],1,0
520,markdown,0,,1487,Aggregation / Counting / Arithmetic,Hard,hybridqa,"Of the rides which opened in the 1990s , the one manufactured by Bolliger & Mabillard is found in how many parks ?",['Seven'],1,0
521,html,0,,882,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many athletes participated in the event of the sport within track and field ?,['34'],1,0
521,latex,0,,438,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many athletes participated in the event of the sport within track and field ?,['34'],0,0
521,markdown,0,,443,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many athletes participated in the event of the sport within track and field ?,['34'],0,0
522,html,1,,1080,Aggregation / Counting / Arithmetic,Hard,wikitq,what are the total number of recipients whose nationality is listed as something other than united states?,['4'],4,0
522,latex,1,,506,Aggregation / Counting / Arithmetic,Hard,wikitq,what are the total number of recipients whose nationality is listed as something other than united states?,['4'],4,0
522,markdown,1,,535,Aggregation / Counting / Arithmetic,Hard,wikitq,what are the total number of recipients whose nationality is listed as something other than united states?,['4'],4,0
523,html,0,,507,Aggregation / Counting / Arithmetic,Hard,wikitq,"for how many months was the restaurant ""maze"" by gordon ramsay (cape town) open?",['15'],33 months,0
523,latex,0,,308,Aggregation / Counting / Arithmetic,Hard,wikitq,"for how many months was the restaurant ""maze"" by gordon ramsay (cape town) open?",['15'],33 months,0
523,markdown,0,,264,Aggregation / Counting / Arithmetic,Hard,wikitq,"for how many months was the restaurant ""maze"" by gordon ramsay (cape town) open?",['15'],33 months,0
524,html,0,,3306,Aggregation / Counting / Arithmetic,Hard,wikitq,in how many games did albanian superliga score at least 2 goals?,['17'],28,0
524,latex,0,,1665,Aggregation / Counting / Arithmetic,Hard,wikitq,in how many games did albanian superliga score at least 2 goals?,['17'],"thought
28",0
524,markdown,0,,1864,Aggregation / Counting / Arithmetic,Hard,wikitq,in how many games did albanian superliga score at least 2 goals?,['17'],28,0
525,html,0,,1804,Aggregation / Counting / Arithmetic,Hard,sqa,"out of those conferences, how many had at least one win on their record?","['Sun Belt', 'Big East', 'Metro', 'Missouri Valley', 'Big Sky']",13,0
525,latex,0,,689,Aggregation / Counting / Arithmetic,Hard,sqa,"out of those conferences, how many had at least one win on their record?","['Sun Belt', 'Big East', 'Metro', 'Missouri Valley', 'Big Sky']",15,0
525,markdown,0,,792,Aggregation / Counting / Arithmetic,Hard,sqa,"out of those conferences, how many had at least one win on their record?","['Sun Belt', 'Big East', 'Metro', 'Missouri Valley', 'Big Sky']",15,0
526,html,0,,2068,Aggregation / Counting / Arithmetic,Hard,wikitq,how many robots are from the united states?,['2'],1,0
526,latex,0,,802,Aggregation / Counting / Arithmetic,Hard,wikitq,how many robots are from the united states?,['2'],1,0
526,markdown,0,,901,Aggregation / Counting / Arithmetic,Hard,wikitq,how many robots are from the united states?,['2'],1,0
527,html,0,,25103,Aggregation / Counting / Arithmetic,Hard,wikitq,how long did joseph karth live?,['83 years'],1922–2005,0
527,latex,0,,11270,Aggregation / Counting / Arithmetic,Hard,wikitq,how long did joseph karth live?,['83 years'],1922–2005,0
527,markdown,0,"OutOfMemoryError('CUDA out of memory. Tried to allocate 6.35 GiB. GPU 0 has a total capacity of 79.10 GiB of which 608.00 MiB is free. Including non-PyTorch memory, this process has 78.49 GiB memory in use. Of the allocated memory 66.49 GiB is allocated by PyTorch, and 11.35 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",13010,Aggregation / Counting / Arithmetic,Hard,wikitq,how long did joseph karth live?,['83 years'],,0
528,html,0,,6076,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the difference in age between irina mondroe and ivette sarova?,['5 years'],5,0
528,latex,0,,3118,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the difference in age between irina mondroe and ivette sarova?,['5 years'],5,0
528,markdown,0,,3385,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the difference in age between irina mondroe and ivette sarova?,['5 years'],5,0
529,html,0,,4732,Aggregation / Counting / Arithmetic,Hard,wikitq,how many cars had a maximum velocity of at least 100 km/h?,['17'],15,0
529,latex,0,,2826,Aggregation / Counting / Arithmetic,Hard,wikitq,how many cars had a maximum velocity of at least 100 km/h?,['17'],16,0
529,markdown,0,,3054,Aggregation / Counting / Arithmetic,Hard,wikitq,how many cars had a maximum velocity of at least 100 km/h?,['17'],16,0
530,html,0,,3223,Aggregation / Counting / Arithmetic,Hard,wikitq,how many total ambassadors were there?,['34'],21,0
530,latex,0,,1517,Aggregation / Counting / Arithmetic,Hard,wikitq,how many total ambassadors were there?,['34'],21,0
530,markdown,0,,1706,Aggregation / Counting / Arithmetic,Hard,wikitq,how many total ambassadors were there?,['34'],23,0
531,html,1,,1646,Aggregation / Counting / Arithmetic,Hard,wikitq,how long in terms of years was it from the first race until the last race?,['13'],13,0
531,latex,1,,717,Aggregation / Counting / Arithmetic,Hard,wikitq,how long in terms of years was it from the first race until the last race?,['13'],13,0
531,markdown,1,,769,Aggregation / Counting / Arithmetic,Hard,wikitq,how long in terms of years was it from the first race until the last race?,['13'],"thought
13",0
532,html,1,,976,Aggregation / Counting / Arithmetic,Hard,wikitq,what number of candidates ran in the 1986 election?,['2'],2,1
532,latex,0,,617,Aggregation / Counting / Arithmetic,Hard,wikitq,what number of candidates ran in the 1986 election?,['2'],3,1
532,markdown,0,,554,Aggregation / Counting / Arithmetic,Hard,wikitq,what number of candidates ran in the 1986 election?,['2'],3,1
533,html,0,,1567,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many natural features belong to the type of the site whose municipality 's total land area is 111.52 square kilometres ( 43.06 sq mi ) ?,['3'],The provided table does not contain information regarding the total land area of municipalities.,0
533,latex,0,,879,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many natural features belong to the type of the site whose municipality 's total land area is 111.52 square kilometres ( 43.06 sq mi ) ?,['3'],The provided table does not contain information regarding the total land area of municipalities.,0
533,markdown,0,,904,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many natural features belong to the type of the site whose municipality 's total land area is 111.52 square kilometres ( 43.06 sq mi ) ?,['3'],The table does not provide information regarding the total land area of municipalities.,0
534,html,0,,1211,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many entities are an international centre of the city whose building is owned by Brookfield Office Properties ?,['4'],0,0
534,latex,0,,665,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many entities are an international centre of the city whose building is owned by Brookfield Office Properties ?,['4'],0,0
534,markdown,0,,689,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many entities are an international centre of the city whose building is owned by Brookfield Office Properties ?,['4'],0,0
535,html,0,,1371,Aggregation / Counting / Arithmetic,Hard,wikitq,how long has tamera mowry been doing television?,['23 years'],1991–2014,0
535,latex,0,,581,Aggregation / Counting / Arithmetic,Hard,wikitq,how long has tamera mowry been doing television?,['23 years'],1991–2014,0
535,markdown,0,,636,Aggregation / Counting / Arithmetic,Hard,wikitq,how long has tamera mowry been doing television?,['23 years'],1991–2014,0
536,html,0,,3371,Aggregation / Counting / Arithmetic,Hard,feverous,Yojiro Terada raced for Mazda 16 times at the 24 Hours of Le Mans.,['1'],False,0
536,latex,0,,1516,Aggregation / Counting / Arithmetic,Hard,feverous,Yojiro Terada raced for Mazda 16 times at the 24 Hours of Le Mans.,['1'],False,0
536,markdown,0,,1719,Aggregation / Counting / Arithmetic,Hard,feverous,Yojiro Terada raced for Mazda 16 times at the 24 Hours of Le Mans.,['1'],False,0
537,html,0,,589,Aggregation / Counting / Arithmetic,Hard,wikitq,how many chruches were built in levanger in the 1800's?,['4'],0,0
537,latex,0,,313,Aggregation / Counting / Arithmetic,Hard,wikitq,how many chruches were built in levanger in the 1800's?,['4'],0,0
537,markdown,0,,267,Aggregation / Counting / Arithmetic,Hard,wikitq,how many chruches were built in levanger in the 1800's?,['4'],0,0
538,html,1,,1624,Aggregation / Counting / Arithmetic,Hard,wikitq,how many more awards did she win in 2009 than in 2007?,['6'],6,1
538,latex,0,,672,Aggregation / Counting / Arithmetic,Hard,wikitq,how many more awards did she win in 2009 than in 2007?,['6'],8,1
